,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
ESP-La Liga,2526,Levante,Mathew Ryan,AUS,GK,33,1992,36,36,3240,36.0,56,1.56,176,124,69.9,11,9,16,9,25.0,4,3,1,0,25.0
ESP-La Liga,2526,Levante,Pablo Cuñat,ESP,GK,23,2002,2,2,180,2.0,5,2.5,16,11,68.8,0,0,2,0,0.0,0,0,0,0,
ESP-La Liga,2526,Mallorca,Leo Román,ESP,GK,25,2000,33,33,2970,33.0,50,1.52,142,99,69.0,10,7,16,4,12.1,8,6,1,1,14.3
ESP-La Liga,2526,Mallorca,Lucas Bergström,FIN,GK,22,2002,5,5,450,5.0,7,1.4,22,15,68.2,1,2,2,2,40.0,0,0,0,0,
ESP-La Liga,2526,Osasuna,Aitor Fernández,ESP,GK,34,1991,2,1,136,1.5,3,1.99,11,9,81.8,0,0,1,0,0.0,1,1,0,0,0.0
ESP-La Liga,2526,Osasuna,Sergio Herrera,ESP,GK,32,1993,37,37,3284,36.5,47,1.29,152,113,74.3,11,9,17,7,18.9,8,8,0,0,0.0
ESP-La Liga,2526,Oviedo,Aarón Escandell,ESP,GK,29,1995,36,36,3240,36.0,56,1.56,194,145,73.7,6,11,19,10,27.8,7,5,2,0,28.6
ESP-La Liga,2526,Oviedo,Horaţiu Moldovan,ROU,GK,27,1998,2,2,180,2.0,4,2.0,8,4,50.0,0,0,2,0,0.0,0,0,0,0,
ESP-La Liga,2526,Rayo Vallecano,Augusto Batalla,ARG,GK,29,1996,34,34,3060,34.0,37,1.09,122,91,73.8,10,13,11,11,32.4,6,5,1,0,16.7
ESP-La Liga,2526,Rayo Vallecano,Dani Cárdenas,ESP,GK,28,1997,4,4,360,4.0,7,1.75,24,19,75.0,2,1,1,1,25.0,2,1,1,0,50.0
ESP-La Liga,2526,Real Betis,Adrián,ESP,GK,38,1987,1,1,90,1.0,1,1.0,7,6,85.7,1,0,0,0,0.0,0,0,0,0,
ESP-La Liga,2526,Real Betis,Pau López,ESP,GK,30,1994,9,9,810,9.0,11,1.22,39,29,71.8,4,2,3,2,22.2,1,0,1,0,100.0
ESP-La Liga,2526,Real Betis,Álvaro Vallés,ESP,GK,28,1997,28,28,2520,28.0,36,1.29,118,87,72.9,10,13,5,8,28.6,6,4,1,1,20.0
ESP-La Liga,2526,Real Madrid,Andriy Lunin,UKR,GK,26,1999,6,6,540,6.0,7,1.17,23,16,69.6,3,2,1,1,16.7,0,0,0,0,
ESP-La Liga,2526,Real Madrid,Thibaut Courtois,BEL,GK,33,1992,32,32,2880,32.0,28,0.87,94,70,74.5,24,3,5,13,40.6,4,4,0,0,0.0
ESP-La Liga,2526,Real Sociedad,Unai Marrero,ESP,GK,23,2001,1,1,90,1.0,1,1.0,8,7,87.5,0,1,0,0,0.0,0,0,0,0,
ESP-La Liga,2526,Real Sociedad,Álex Remiro,ESP,GK,30,1995,37,37,3330,37.0,60,1.62,154,99,64.3,11,12,14,3,8.1,5,5,0,0,0.0
ESP-La Liga,2526,Sevilla,Odysseas Vlachodimos,GRE,GK,31,1994,33,33,2970,33.0,52,1.58,131,88,66.4,11,6,16,5,15.2,10,8,1,1,11.1
ESP-La Liga,2526,Sevilla,Ørjan Nyland,NOR,GK,34,1990,5,5,450,5.0,8,1.6,18,11,61.1,1,1,3,1,20.0,1,1,0,0,0.0
ESP-La Liga,2526,Valencia,Julen Agirrezabala,ESP,GK,24,2000,18,18,1620,18.0,30,1.67,79,52,65.8,3,7,8,4,22.2,4,3,1,0,25.0
ESP-La Liga,2526,Valencia,Stole Dimitrievski,MKD,GK,31,1993,20,20,1800,20.0,25,1.25,74,52,70.3,10,3,7,5,25.0,4,3,0,1,0.0
ESP-La Liga,2526,Villarreal,Arnau Tenas,ESP,GK,24,2001,10,10,900,10.0,16,1.6,44,30,68.2,4,3,3,0,0.0,2,2,0,0,0.0
ESP-La Liga,2526,Villarreal,Luiz Lúcio Reis Júnior,BRA,GK,24,2001,28,28,2520,28.0,30,1.07,96,72,74.0,18,3,7,8,28.6,6,5,1,0,16.7
FRA-Ligue 1,1011,Arles-Avignon,Cyrille Merville,FRA,GK,28,1982,19,19,1681,18.7,33,1.77,84,51,60.7,1,6,11,5,26.3,,,,,
FRA-Ligue 1,1011,Arles-Avignon,Naby Yattara,GUI,GK,26,1984,2,2,180,2.0,3,1.5,10,7,70.0,1,0,1,0,0.0,,,,,
FRA-Ligue 1,1011,Arles-Avignon,Vincent Planté,FRA,GK,29,1980,18,17,1559,17.3,34,1.96,88,54,61.4,1,5,12,3,17.6,,,,,
FRA-Ligue 1,1011,Auxerre,Olivier Sorin,FRA,GK,29,1981,38,38,3420,38.0,41,1.08,136,95,69.9,10,19,9,8,21.1,,,,,
FRA-Ligue 1,1011,Bordeaux,Cédric Carrasso,FRA,GK,28,1981,35,34,3096,34.4,40,1.16,126,86,68.3,11,11,13,14,41.2,,,,,
FRA-Ligue 1,1011,Bordeaux,Kévin Olimpa,FRA,GK,22,1988,2,2,180,2.0,3,1.5,8,5,62.5,0,0,2,0,0.0,,,,,
FRA-Ligue 1,1011,Bordeaux,Ulrich Ramé,FRA,GK,37,1972,3,2,145,1.6,0,0.0,4,4,100.0,1,0,0,1,50.0,,,,,
FRA-Ligue 1,1011,Brest,Steeve Elana,GUI,GK,30,1980,38,38,3420,38.0,43,1.13,152,109,71.7,11,13,14,15,39.5,,,,,
FRA-Ligue 1,1011,Caen,Alexis Thébaux,FRA,GK,25,1985,35,35,3150,35.0,46,1.31,155,109,70.3,10,13,12,11,31.4,,,,,
FRA-Ligue 1,1011,Caen,Thomas Bosmel,FRA,GK,22,1988,3,3,270,3.0,5,1.67,13,8,61.5,1,0,2,1,33.3,,,,,
FRA-Ligue 1,1011,Lens,Hamdi Kasraoui,TUN,GK,27,1983,7,6,550,6.1,9,1.47,30,21,70.0,1,2,3,1,16.7,,,,,
FRA-Ligue 1,1011,Lens,Vedran Runje,CRO,GK,34,1976,32,32,2870,31.9,49,1.54,131,82,62.6,6,12,14,7,21.9,,,,,
FRA-Ligue 1,1011,Lille,Mickaël Landreau,FRA,GK,31,1979,38,38,3420,38.0,36,0.95,142,106,74.6,21,13,4,11,28.9,,,,,
FRA-Ligue 1,1011,Lorient,Benjamin Lecomte,FRA,GK,19,1991,2,0,55,0.6,1,1.64,3,2,66.7,0,0,1,0,,,,,,
FRA-Ligue 1,1011,Lorient,Fabien Audard,FRA,GK,32,1978,29,29,2531,28.1,31,1.1,104,73,70.2,10,11,6,11,37.9,,,,,
FRA-Ligue 1,1011,Lorient,Lionel Cappone,FRA,GK,31,1979,11,9,834,9.3,16,1.73,48,32,66.7,2,2,6,2,22.2,,,,,
FRA-Ligue 1,1011,Lyon,Hugo Lloris,FRA,GK,23,1986,37,37,3330,37.0,40,1.08,138,98,71.0,16,13,8,12,32.4,,,,,
FRA-Ligue 1,1011,Lyon,Rémy Vercoutre,FRA,GK,30,1980,1,1,90,1.0,0,0.0,3,3,100.0,1,0,0,1,100.0,,,,,
FRA-Ligue 1,1011,Marseille,Steve Mandanda,FRA,GK,25,1985,38,38,3420,38.0,39,1.03,124,85,68.5,18,14,6,12,31.6,,,,,
FRA-Ligue 1,1011,Monaco,Stéphane Ruffier,FRA,GK,23,1986,34,34,2983,33.1,33,1.0,146,113,77.4,8,14,10,14,41.2,,,,,
FRA-Ligue 1,1011,Monaco,Sébastien Chabbert,FRA,GK,32,1978,6,4,437,4.9,7,1.44,24,17,70.8,1,3,2,0,0.0,,,,,
FRA-Ligue 1,1011,Montpellier,Geoffrey Jourdren,FRA,GK,24,1986,37,37,3330,37.0,42,1.14,132,90,68.2,11,11,15,15,40.5,,,,,
FRA-Ligue 1,1011,Montpellier,Laurent Pionnier,FRA,GK,28,1982,1,1,90,1.0,1,1.0,5,4,80.0,1,0,0,0,0.0,,,,,
FRA-Ligue 1,1011,Nancy,Damien Gregorini,FRA,GK,31,1979,31,31,2790,31.0,34,1.1,114,80,70.2,12,7,12,12,38.7,,,,,
FRA-Ligue 1,1011,Nancy,Gennaro Bracigliano,FRA,GK,30,1980,7,7,630,7.0,14,2.0,43,29,67.4,1,2,4,0,0.0,,,,,
FRA-Ligue 1,1011,Nice,David Ospina,COL,GK,21,1988,35,35,3088,34.3,46,1.34,155,109,70.3,11,9,14,12,34.3,,,,,
FRA-Ligue 1,1011,Nice,Lionel Letizi,FRA,GK,37,1973,4,3,332,3.7,2,0.54,11,9,81.8,0,4,0,0,0.0,,,,,
FRA-Ligue 1,1011,Paris Saint-Germain,Apoula Edel,ARM,GK,24,1986,24,23,2127,23.6,24,1.02,88,64,72.7,12,8,4,7,30.4,,,,,
FRA-Ligue 1,1011,Paris Saint-Germain,Grégory Coupet,FRA,GK,37,1972,15,15,1293,14.4,17,1.18,62,45,72.6,3,7,4,3,20.0,,,,,
FRA-Ligue 1,1011,Rennes,Johann Carrasso,FRA,GK,22,1988,1,1,90,1.0,1,1.0,3,2,66.7,0,0,1,0,0.0,,,,,
FRA-Ligue 1,1011,Rennes,Nicolas Douchez,FRA,GK,30,1980,37,37,3311,36.8,34,0.92,135,101,74.8,15,11,11,16,43.2,,,,,
FRA-Ligue 1,1011,Saint-Étienne,Jessy Moulin,FRA,GK,24,1986,3,2,218,2.4,4,1.65,11,7,63.6,0,1,2,0,0.0,,,,,
FRA-Ligue 1,1011,Saint-Étienne,Jérémie Janot,FRA,GK,32,1977,36,36,3202,35.6,43,1.21,126,83,65.9,12,12,11,9,25.0,,,,,
FRA-Ligue 1,1011,Sochaux,Matthieu Dreyer,FRA,GK,21,1989,11,10,945,10.5,15,1.43,62,47,75.8,5,1,5,3,30.0,,,,,
FRA-Ligue 1,1011,Sochaux,Pierrick Cros,FRA,GK,19,1991,13,13,1170,13.0,16,1.23,57,41,71.9,4,3,6,2,15.4,,,,,
FRA-Ligue 1,1011,Sochaux,Teddy Richert,FRA,GK,35,1974,15,15,1305,14.5,11,0.76,71,60,84.5,9,3,2,5,33.3,,,,,
FRA-Ligue 1,1011,Toulouse,Ali Ahamada,COM,GK,18,1991,9,8,726,8.1,2,0.25,17,15,88.2,4,3,1,6,75.0,,,,,
FRA-Ligue 1,1011,Toulouse,Marc Vidal,FRA,GK,19,1991,2,1,90,1.0,2,2.0,6,4,66.7,0,0,1,0,0.0,,,,,
FRA-Ligue 1,1011,Toulouse,Mathieu Valverde,FRA,GK,27,1983,29,29,2604,28.9,32,1.11,105,73,69.5,10,5,14,7,24.1,,,,,
FRA-Ligue 1,1011,Valenciennes,Nicolas Penneteau,FRA,GK,29,1981,38,38,3420,38.0,41,1.08,144,103,71.5,10,18,10,9,23.7,,,,,
FRA-Ligue 1,1112,Ajaccio,Guillermo Ochoa,MEX,GK,26,1985,37,37,3326,37.0,59,1.6,215,156,72.6,9,13,15,7,18.9,,,,,
FRA-Ligue 1,1112,Ajaccio,Thierry Debès,FRA,GK,37,1974,2,1,94,1.0,2,1.91,4,2,50.0,0,1,0,0,0.0,,,,,
FRA-Ligue 1,1112,Auxerre,Donovan Léon,GUF,GK,18,1992,2,2,180,2.0,3,1.5,12,9,75.0,0,1,1,1,50.0,,,,,
FRA-Ligue 1,1112,Auxerre,Olivier Sorin,FRA,GK,30,1981,36,36,3240,36.0,54,1.5,144,90,62.5,7,12,17,6,16.7,,,,,
FRA-Ligue 1,1112,Bordeaux,Abdoulaye Keita,FRA,GK,20,1990,1,0,15,0.2,1,6.0,2,1,50.0,0,0,1,0,,,,,,
FRA-Ligue 1,1112,Bordeaux,Cédric Carrasso,FRA,GK,29,1981,37,37,3315,36.8,39,1.06,141,102,72.3,16,12,8,13,35.1,,,,,
FRA-Ligue 1,1112,Bordeaux,Kévin Olimpa,FRA,GK,23,1988,1,1,90,1.0,1,1.0,5,4,80.0,0,1,0,0,0.0,,,,,
FRA-Ligue 1,1112,Brest,Lionel Cappone,FRA,GK,32,1979,1,1,90,1.0,2,2.0,8,6,75.0,0,0,1,0,0.0,,,,,
FRA-Ligue 1,1112,Brest,Steeve Elana,GUI,GK,31,1980,37,37,3330,37.0,36,0.97,166,130,78.3,8,17,12,12,32.4,,,,,
FRA-Ligue 1,1112,Caen,Alexis Thébaux,FRA,GK,26,1985,38,38,3420,38.0,59,1.55,197,138,70.1,9,11,18,8,21.1,,,,,
FRA-Ligue 1,1112,Dijon,Baptiste Reynet,FRA,GK,20,1990,37,37,3330,37.0,58,1.57,186,128,68.8,9,9,19,8,21.6,,,,,
FRA-Ligue 1,1112,Dijon,Jean-Daniel Padovani,FRA,GK,31,1980,1,1,90,1.0,5,5.0,8,3,37.5,0,0,1,0,0.0,,,,,
FRA-Ligue 1,1112,Evian,Bertrand Laquait,FRA,GK,34,1977,7,7,600,6.7,8,1.2,37,29,78.4,2,3,2,0,0.0,,,,,
FRA-Ligue 1,1112,Evian,Quentin Westberg,USA,GK,25,1986,2,2,180,2.0,2,1.0,10,8,80.0,1,1,0,1,50.0,,,,,
FRA-Ligue 1,1112,Evian,Stephan Andersen,DEN,GK,29,1981,30,29,2640,29.3,45,1.53,152,107,70.4,10,7,12,8,27.6,,,,,
FRA-Ligue 1,1112,Lille,Mickaël Landreau,FRA,GK,32,1979,38,38,3420,38.0,39,1.03,124,85,68.5,21,11,6,14,36.8,,,,,
FRA-Ligue 1,1112,Lorient,Benjamin Lecomte,FRA,GK,20,1991,5,4,430,4.8,6,1.26,21,15,71.4,1,2,2,1,25.0,,,,,
FRA-Ligue 1,1112,Lorient,Fabien Audard,FRA,GK,33,1978,29,29,2465,27.4,35,1.28,125,90,72.0,7,9,11,6,20.7,,,,,
FRA-Ligue 1,1112,Lorient,Florent Chaigneau,FRA,GK,27,1984,3,2,255,2.8,5,1.76,12,7,58.3,1,0,2,0,0.0,,,,,
FRA-Ligue 1,1112,Lorient,Jérémie Janot,FRA,GK,33,1977,3,3,270,3.0,3,1.0,14,11,78.6,0,1,2,1,33.3,,,,,
FRA-Ligue 1,1112,Lyon,Hugo Lloris,FRA,GK,24,1986,36,36,3194,35.5,48,1.35,159,111,69.8,17,7,11,5,13.9,,,,,
FRA-Ligue 1,1112,Lyon,Rémy Vercoutre,FRA,GK,31,1980,3,2,226,2.5,3,1.19,8,5,62.5,2,0,1,0,0.0,,,,,
FRA-Ligue 1,1112,Marseille,Steve Mandanda,FRA,GK,26,1985,38,38,3420,38.0,41,1.08,138,97,70.3,12,12,14,11,28.9,,,,,
FRA-Ligue 1,1112,Montpellier,Geoffrey Jourdren,FRA,GK,25,1986,34,34,3060,34.0,31,0.91,110,79,71.8,23,7,5,15,44.1,,,,,
FRA-Ligue 1,1112,Montpellier,Laurent Pionnier,FRA,GK,29,1982,4,4,360,4.0,3,0.75,19,16,84.2,2,0,1,2,50.0,,,,,
FRA-Ligue 1,1112,Nancy,Damien Gregorini,FRA,GK,32,1979,7,7,630,7.0,11,1.57,34,23,67.6,0,2,5,0,0.0,,,,,
FRA-Ligue 1,1112,Nancy,Guy N'dy Assembé,CMR,GK,25,1986,31,31,2790,31.0,37,1.19,154,117,76.0,11,10,10,9,29.0,,,,,
FRA-Ligue 1,1112,Nice,David Ospina,COL,GK,22,1988,37,37,3262,36.2,43,1.19,162,119,73.5,10,12,14,10,27.0,,,,,
FRA-Ligue 1,1112,Nice,Raúl Fernández,PER,GK,25,1985,2,1,158,1.8,3,1.71,6,3,50.0,0,0,2,0,0.0,,,,,
FRA-Ligue 1,1112,Paris Saint-Germain,Salvatore Sirigu,ITA,GK,24,1987,38,38,3420,38.0,41,1.08,166,125,75.3,23,10,5,11,28.9,,,,,
FRA-Ligue 1,1112,Rennes,Abdoulaye Diallo,SEN,GK,19,1992,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,,,,,
FRA-Ligue 1,1112,Rennes,Benoît Costil,FRA,GK,24,1987,37,37,3330,37.0,42,1.14,153,111,72.5,17,9,11,10,27.0,,,,,
FRA-Ligue 1,1112,Saint-Étienne,Stéphane Ruffier,FRA,GK,24,1986,38,38,3420,38.0,45,1.18,164,119,72.6,16,9,13,11,28.9,,,,,
FRA-Ligue 1,1112,Sochaux,Papa Demba Camara,SEN,GK,18,1993,1,0,74,0.8,0,0.0,1,1,100.0,1,0,0,0,,,,,,
FRA-Ligue 1,1112,Sochaux,Pierrick Cros,FRA,GK,20,1991,7,7,630,7.0,8,1.14,36,28,77.8,0,2,5,1,14.3,,,,,
FRA-Ligue 1,1112,Sochaux,Teddy Richert,FRA,GK,36,1974,31,31,2716,30.2,52,1.72,162,110,67.9,10,7,13,6,19.4,,,,,
FRA-Ligue 1,1112,Toulouse,Ali Ahamada,COM,GK,19,1991,38,38,3420,38.0,34,0.89,156,122,78.2,15,11,12,19,50.0,,,,,
FRA-Ligue 1,1112,Valenciennes,Nicolas Penneteau,FRA,GK,30,1981,38,38,3420,38.0,50,1.32,166,116,69.9,12,7,19,11,28.9,,,,,
FRA-Ligue 1,1213,Ajaccio,David Oberhauser,FRA,GK,21,1990,1,0,29,0.3,1,3.1,2,1,50.0,0,0,0,0,,,,,,
FRA-Ligue 1,1213,Ajaccio,Guillermo Ochoa,MEX,GK,27,1985,38,38,3391,37.7,50,1.33,179,129,72.1,9,14,14,12,31.6,,,,,
FRA-Ligue 1,1213,Bastia,Landry Bonnefoi,FRA,GK,28,1983,8,7,668,7.4,12,1.62,33,21,63.6,0,0,0,3,42.9,,,,,
FRA-Ligue 1,1213,Bastia,Macedo Novaes,BRA,GK,29,1983,12,12,1080,12.0,29,2.42,62,33,53.2,0,0,0,1,8.3,,,,,
FRA-Ligue 1,1213,Bastia,Mickaël Landreau,FRA,GK,33,1979,19,19,1672,18.6,25,1.35,96,71,74.0,7,6,6,6,31.6,,,,,
FRA-Ligue 1,1213,Bordeaux,Cédric Carrasso,FRA,GK,30,1981,38,38,3420,38.0,34,0.89,132,98,74.2,13,16,9,17,44.7,,,,,
FRA-Ligue 1,1213,Brest,Alexis Thébaux,FRA,GK,27,1985,36,36,3240,36.0,56,1.56,182,126,69.2,8,5,23,6,16.7,,,,,
FRA-Ligue 1,1213,Brest,Joan Hartock,FRA,GK,25,1987,2,2,166,1.8,5,2.71,13,8,61.5,0,0,2,0,0.0,,,,,
FRA-Ligue 1,1213,Brest,Lionel Cappone,FRA,GK,33,1979,1,0,14,0.2,1,6.43,2,1,50.0,0,0,0,0,,,,,,
FRA-Ligue 1,1213,Evian,Bertrand Laquait,FRA,GK,35,1977,29,29,2501,27.8,36,1.3,121,85,70.2,8,8,13,8,27.6,,,,,
FRA-Ligue 1,1213,Evian,Johann Durand,FRA,GK,31,1981,2,1,122,1.4,3,2.21,6,3,50.0,0,0,1,0,0.0,,,,,
FRA-Ligue 1,1213,Evian,Stephan Andersen,DEN,GK,30,1981,9,8,797,8.9,13,1.47,35,22,62.9,2,2,4,2,25.0,,,,,
FRA-Ligue 1,1213,Lille,Barel Mouko,CGO,GK,33,1979,3,3,270,3.0,1,0.33,6,5,83.3,1,2,0,2,66.7,,,,,
FRA-Ligue 1,1213,Lille,Mickaël Landreau,FRA,GK,33,1979,15,15,1350,15.0,15,1.0,53,38,71.7,5,6,4,4,26.7,,,,,
FRA-Ligue 1,1213,Lille,Steeve Elana,GUI,GK,32,1980,20,20,1800,20.0,24,1.2,71,47,66.2,10,6,4,4,20.0,,,,,
FRA-Ligue 1,1213,Lorient,Benjamin Lecomte,FRA,GK,21,1991,5,4,395,4.4,6,1.37,16,10,62.5,1,2,1,0,0.0,,,,,
FRA-Ligue 1,1213,Lorient,Fabien Audard,FRA,GK,34,1978,34,34,3025,33.6,52,1.55,161,109,67.7,13,9,12,8,23.5,,,,,
FRA-Ligue 1,1213,Lyon,Anthony Lopes,POR,GK,21,1990,5,5,450,5.0,3,0.6,21,18,85.7,2,2,1,2,40.0,,,,,
FRA-Ligue 1,1213,Lyon,Hugo Lloris,FRA,GK,25,1986,2,2,180,2.0,2,1.0,5,3,60.0,1,1,0,0,0.0,,,,,
FRA-Ligue 1,1213,Lyon,Rémy Vercoutre,FRA,GK,32,1980,31,31,2790,31.0,33,1.06,108,75,69.4,16,7,8,11,35.5,,,,,
FRA-Ligue 1,1213,Marseille,Steve Mandanda,FRA,GK,27,1985,38,38,3420,38.0,36,0.95,118,82,69.5,21,8,9,18,47.4,,,,,
FRA-Ligue 1,1213,Montpellier,Geoffrey Jourdren,FRA,GK,26,1986,33,33,2896,32.2,43,1.34,134,91,67.9,13,7,13,9,27.3,,,,,
FRA-Ligue 1,1213,Montpellier,Jonathan Ligali,FRA,GK,21,1991,1,1,90,1.0,1,1.0,4,3,75.0,1,0,0,0,0.0,,,,,
FRA-Ligue 1,1213,Montpellier,Laurent Pionnier,FRA,GK,30,1982,5,4,434,4.8,7,1.45,18,11,61.1,1,0,3,2,50.0,,,,,
FRA-Ligue 1,1213,Nancy,Damien Gregorini,FRA,GK,33,1979,23,23,2070,23.0,35,1.52,118,83,70.3,8,5,10,5,21.7,,,,,
FRA-Ligue 1,1213,Nancy,Guy N'dy Assembé,CMR,GK,26,1986,15,15,1350,15.0,23,1.53,64,41,64.1,1,6,8,1,6.7,,,,,
FRA-Ligue 1,1213,Nice,David Ospina,COL,GK,23,1988,26,26,2297,25.5,26,1.02,95,69,72.6,15,4,6,11,42.3,,,,,
FRA-Ligue 1,1213,Nice,Joris Delle,FRA,GK,22,1990,14,12,1121,12.5,20,1.61,54,34,63.0,3,6,4,2,16.7,,,,,
FRA-Ligue 1,1213,Paris Saint-Germain,Alphonse Areola,FRA,GK,19,1993,2,1,103,1.1,1,0.87,4,3,75.0,0,2,0,1,100.0,,,,,
FRA-Ligue 1,1213,Paris Saint-Germain,Nicolas Douchez,FRA,GK,32,1980,4,4,360,4.0,5,1.25,20,15,75.0,2,1,1,1,25.0,,,,,
FRA-Ligue 1,1213,Paris Saint-Germain,Ronan Le Crom,FRA,GK,38,1974,1,0,20,0.2,0,0.0,1,1,100.0,0,0,0,0,,,,,,
FRA-Ligue 1,1213,Paris Saint-Germain,Salvatore Sirigu,ITA,GK,25,1987,33,33,2927,32.5,16,0.49,98,82,83.7,23,5,4,21,63.6,,,,,
FRA-Ligue 1,1213,Reims,Johan Liébus,FRA,GK,33,1978,2,1,135,1.5,3,2.0,5,2,40.0,0,0,1,0,0.0,,,,,
FRA-Ligue 1,1213,Reims,Johny Placide,HAI,GK,24,1988,4,4,360,4.0,6,1.5,23,17,73.9,2,1,1,0,0.0,,,,,
FRA-Ligue 1,1213,Reims,Kossi Agassa,TOG,GK,34,1978,33,33,2925,32.5,33,1.02,159,126,79.2,8,12,13,13,39.4,,,,,
FRA-Ligue 1,1213,Rennes,Benoît Costil,FRA,GK,25,1987,37,37,3265,36.3,58,1.6,159,101,63.5,13,7,17,7,18.9,,,,,
FRA-Ligue 1,1213,Rennes,Cheick N'Diaye,SEN,GK,27,1985,2,1,155,1.7,1,0.58,3,2,66.7,0,0,1,1,100.0,,,,,
FRA-Ligue 1,1213,Saint-Étienne,Stéphane Ruffier,FRA,GK,25,1986,38,38,3420,38.0,32,0.84,118,86,72.9,16,15,7,17,44.7,,,,,
FRA-Ligue 1,1213,Sochaux,Pierrick Cros,FRA,GK,21,1991,4,4,360,4.0,9,2.25,18,9,50.0,0,0,4,0,0.0,,,,,
FRA-Ligue 1,1213,Sochaux,Simon Pouplin,FRA,GK,27,1985,34,34,3060,34.0,48,1.41,168,120,71.4,10,11,13,8,23.5,,,,,
FRA-Ligue 1,1213,Toulouse,Ali Ahamada,COM,GK,20,1991,36,35,3154,35.0,41,1.17,162,121,74.7,13,12,11,13,37.1,,,,,
FRA-Ligue 1,1213,Toulouse,Olivier Blondel,FRA,GK,33,1979,4,3,266,3.0,6,2.03,14,8,57.1,0,0,2,0,0.0,,,,,
FRA-Ligue 1,1213,Troyes,Yohann Thuram-Ulien,FRA,GK,23,1988,38,38,3420,38.0,61,1.61,189,128,67.7,8,13,17,7,18.4,,,,,
FRA-Ligue 1,1213,Valenciennes,Nicolas Penneteau,FRA,GK,31,1981,38,38,3420,38.0,53,1.39,176,123,69.9,12,12,14,9,23.7,,,,,
FRA-Ligue 1,1314,Ajaccio,Guillermo Ochoa,MEX,GK,28,1985,37,37,3330,37.0,71,1.92,218,147,67.4,4,10,23,2,5.4,,,,,
FRA-Ligue 1,1314,Ajaccio,Oumar Sissoko,MLI,GK,25,1987,1,1,90,1.0,1,1.0,3,2,66.7,0,1,0,0,0.0,,,,,
FRA-Ligue 1,1314,Bastia,Jean-Louis Leca,FRA,GK,27,1985,9,7,713,7.9,12,1.51,32,20,62.5,3,0,4,0,0.0,,,,,
FRA-Ligue 1,1314,Bastia,Mickaël Landreau,FRA,GK,34,1979,31,31,2707,30.1,44,1.46,130,86,66.2,10,10,11,10,32.3,,,,,
FRA-Ligue 1,1314,Bordeaux,Ažbe Jug,SVN,GK,21,1992,1,1,90,1.0,1,1.0,3,2,66.7,1,0,0,0,0.0,,,,,
FRA-Ligue 1,1314,Bordeaux,Cédric Carrasso,FRA,GK,31,1981,36,36,3189,35.4,34,0.96,143,109,76.2,12,12,11,7,19.4,,,,,
FRA-Ligue 1,1314,Bordeaux,Kévin Olimpa,FRA,GK,25,1988,2,1,141,1.6,2,1.28,5,3,60.0,0,2,0,0,0.0,,,,,
FRA-Ligue 1,1314,Evian,Bertrand Laquait,FRA,GK,36,1977,16,16,1440,16.0,27,1.69,77,50,64.9,2,7,7,1,6.3,,,,,
FRA-Ligue 1,1314,Evian,Jesper Hansen,DEN,GK,28,1985,22,22,1980,22.0,24,1.09,86,62,72.1,9,4,9,8,36.4,,,,,
FRA-Ligue 1,1314,Guingamp,Guy N'dy Assembé,CMR,GK,27,1986,19,19,1710,19.0,20,1.05,77,57,74.0,5,7,7,5,26.3,,,,,
FRA-Ligue 1,1314,Guingamp,Mamadou Samassa,MLI,GK,23,1990,19,19,1710,19.0,22,1.16,86,64,74.4,6,2,11,5,26.3,,,,,
FRA-Ligue 1,1314,Lille,Vincent Enyeama,NGA,GK,30,1982,38,38,3420,38.0,26,0.68,122,96,78.7,20,11,7,21,55.3,,,,,
FRA-Ligue 1,1314,Lorient,Baptiste Reynet,FRA,GK,22,1990,6,4,470,5.2,4,0.77,16,12,75.0,0,2,1,0,0.0,,,,,
FRA-Ligue 1,1314,Lorient,Benjamin Lecomte,FRA,GK,22,1991,1,0,45,0.5,0,0.0,1,1,100.0,0,0,0,0,,,,,,
FRA-Ligue 1,1314,Lorient,Fabien Audard,FRA,GK,35,1978,23,23,1943,21.6,39,1.81,94,55,58.5,7,5,11,4,17.4,,,,,
FRA-Ligue 1,1314,Lorient,Florent Chaigneau,FRA,GK,29,1984,12,11,962,10.7,8,0.75,40,32,80.0,7,3,2,7,63.6,,,,,
FRA-Ligue 1,1314,Lyon,Anthony Lopes,POR,GK,22,1990,32,32,2821,31.3,34,1.08,146,112,76.7,15,6,10,13,40.6,,,,,
FRA-Ligue 1,1314,Lyon,Mathieu Gorgelin,FRA,GK,22,1990,2,1,149,1.7,2,1.21,4,2,50.0,0,2,0,0,0.0,,,,,
FRA-Ligue 1,1314,Lyon,Rémy Vercoutre,FRA,GK,33,1980,5,5,444,4.9,8,1.62,20,12,60.0,2,2,1,0,0.0,,,,,
FRA-Ligue 1,1314,Marseille,Brice Samba,FRA,GK,19,1994,1,0,69,0.8,0,0.0,1,1,100.0,1,0,0,1,,,,,,
FRA-Ligue 1,1314,Marseille,Steve Mandanda,FRA,GK,28,1985,38,38,3351,37.2,40,1.07,127,87,68.5,15,12,10,9,23.7,,,,,
